Simulation number	Chl-a (ug/l)	TSM (mg/l)	a400 (1/m)	a_tot_443 (1/m)	a_ph_443 (1/m)	a_cdom_443 (1/m)	a_tsm_443 (1/m)	a_w_443 (1/m)	b_tot_443 (1/m)	b_tsm_443 (1/m)	b_w_443 (1/m)	S3400	S3412.5	S3442.5	S3490	S3510	S3560	S3620	S3665	S3673.75	S3681.25	S3708.75	S3753.75
1512	8.45	2.21	4	2.4047	0.20985	2.0103	0.17751	0.007046	2.1047	2.101	0.0037518	0.000304215	0.00035093	0.000502958	0.000953126	0.001237807	0.002314661	0.002072771	0.001534888	0.001430848	0.001396557	0.000995042	0.000310142
1513	4.7	1.63	7.38	3.9809	0.13385	3.709	0.13092	0.007046	1.5534	1.5496	0.0037518	0.000134176	0.000155936	0.000227676	0.000437469	0.000571551	0.001098685	0.001298347	0.001102744	0.001056188	0.001035401	0.000714863	0.000227956
1514	8.5	1.51	22.14	11.466	0.2108	11.127	0.12128	0.007046	1.4393	1.4355	0.0037518	4.29E-05	5.00E-05	7.34E-05	0.000141839	0.000186701	0.000371903	0.000635675	0.000710061	0.00070262	0.000710402	0.000582725	0.000207015
1515	15	2.21	25.83	13.492	0.3258	12.982	0.17751	0.007046	2.1047	2.101	0.0037518	5.08E-05	5.94E-05	8.78E-05	0.000171425	0.000226547	0.00045649	0.000803415	0.000914489	0.000898659	0.000913641	0.000822218	0.000300796
1516	14.27	2.67	34.03	17.638	0.31358	17.103	0.21446	0.007046	2.5421	2.5383	0.0037518	4.58E-05	5.37E-05	7.99E-05	0.000157146	0.000208222	0.000422735	0.00079817	0.000987657	0.000988002	0.001014349	0.000941388	0.000359612
1517	6.43	1.89	10.3	5.5056	0.1702	5.1766	0.15181	0.007046	1.8005	1.7968	0.0037518	0.000109675	0.000127785	0.000187617	0.000363029	0.000476726	0.000935042	0.001264701	0.001159112	0.001116112	0.001104248	0.000806615	0.000262997
1518	6.9	1.1	20.91	10.784	0.17966	10.509	0.088353	0.007046	1.0495	1.0457	0.0037518	3.52E-05	4.08E-05	5.94E-05	0.000113375	0.000148597	0.000292982	0.000491036	0.000541476	0.000536324	0.000540657	0.000430882	0.000151788
1519	5.34	0.87	10.33	5.4162	0.14761	5.1917	0.069879	0.007046	0.83084	0.82709	0.0037518	5.90E-05	6.80E-05	9.75E-05	0.000183132	0.000237906	0.000454563	0.000600337	0.000546708	0.000527572	0.000520638	0.000373843	0.000122505
1520	5.58	1.65	9.02	4.8255	0.15267	4.5333	0.13253	0.007046	1.5724	1.5686	0.0037518	0.000111451	0.000129612	0.00018955	0.00036493	0.000477894	0.000928207	0.001189275	0.001055909	0.00101463	0.000999827	0.000712188	0.000230195
1521	8.13	1.67	11.07	5.9085	0.20373	5.5636	0.13414	0.007046	1.5914	1.5876	0.0037518	9.19E-05	0.000106903	0.000156253	0.000300833	0.000394659	0.000773324	0.001061493	0.00098013	0.000941048	0.000933376	0.00070471	0.000232264
1522	12.68	2.73	6.77	3.9152	0.28643	3.4025	0.21928	0.007046	2.5991	2.5953	0.0037518	0.000221847	0.000257291	0.000373226	0.000716629	0.000939637	0.001831453	0.002060105	0.001668811	0.001557584	0.001535056	0.001195396	0.000381847
1523	16.61	4.48	7.48	4.4785	0.35228	3.7593	0.35984	0.007046	4.2628	4.259	0.0037518	0.000310502	0.00036082	0.000525414	0.001016006	0.001338599	0.002657285	0.003150963	0.00260811	0.002421772	0.002395611	0.001978084	0.000630414
1524	18.75	7.49	8.3	5.1667	0.38659	4.1714	0.60161	0.007046	7.1243	7.1206	0.0037518	0.000444883	0.00051809	0.000758012	0.001476127	0.001952604	0.00392464	0.004968779	0.004279894	0.003981581	0.003954236	0.003388055	0.001070806
1525	8.9	1.45	20.3	10.544	0.21836	10.202	0.11647	0.007046	1.3822	1.3785	0.0037518	4.52E-05	5.26E-05	7.70E-05	0.000148514	0.000195304	0.000387894	0.00064559	0.000701474	0.000690243	0.000695952	0.000567107	0.000199372
1526	24	3.02	11.07	6.2803	0.46711	5.5636	0.24257	0.007046	2.8748	2.871	0.0037518	0.00015056	0.000174823	0.000254208	0.000489339	0.000644001	0.001282667	0.001686127	0.001478312	0.001370563	0.001362811	0.001248925	0.000419949
1527	15	3.2	30.14	15.738	0.3258	15.148	0.25703	0.007046	3.0459	3.0422	0.0037518	6.07E-05	7.12E-05	0.00010624	0.000209365	0.000277645	0.000564805	0.001042538	0.001248317	0.001238562	0.001266846	0.001164641	0.000433912
1528	10.13	2.6	19.68	10.348	0.24114	9.8908	0.20883	0.007046	2.4755	2.4718	0.0037518	7.67E-05	8.98E-05	0.000133297	0.000261193	0.000345391	0.000695392	0.001163951	0.001258978	0.001234352	0.00124533	0.001026815	0.000357145
1529	9.86	2.56	3.58	2.2481	0.23621	1.7992	0.20562	0.007046	2.4375	2.4337	0.0037518	0.000378196	0.00043516	0.000619877	0.001170239	0.001518723	0.002831205	0.002427071	0.00176281	0.001633607	0.001594967	0.001158024	0.000359601
1530	4.9	4.18	3.08	2.0289	0.1382	1.5479	0.33574	0.007046	3.9776	3.9738	0.0037518	0.000662774	0.0007694	0.001118024	0.002150664	0.002793333	0.005148236	0.004418468	0.003262511	0.003070456	0.00298114	0.001964393	0.000591438
1531	10.14	3.49	6.03	3.5592	0.24132	3.0306	0.28032	0.007046	3.3216	3.3179	0.0037518	0.000307283	0.000357229	0.000520918	0.001006808	0.001322139	0.002578544	0.002832159	0.002275725	0.002132734	0.002097231	0.001562375	0.000490022
1532	12.98	3.95	7.16	4.2144	0.29161	3.5985	0.31727	0.007046	3.7589	3.7552	0.0037518	0.000290877	0.000338398	0.000494182	0.00095725	0.001260305	0.002488861	0.002922738	0.002417713	0.002260318	0.002231988	0.001750564	0.000554758
1533	8.05	2.85	5.84	3.3732	0.20219	2.9351	0.22892	0.007046	2.7132	2.7094	0.0037518	0.000266792	0.000310198	0.000452633	0.000873797	0.001145131	0.0022154	0.002391726	0.001915564	0.001803903	0.001769602	0.001273055	0.0003994
1534	3.8	1.12	3.08	1.7587	0.11373	1.5479	0.08996	0.007046	1.0685	1.0648	0.0037518	0.000229484	0.000263526	0.000374301	0.00069622	0.000889801	0.00157125	0.001209856	0.000866412	0.000816232	0.000788622	0.000511669	0.000158376
1535	2.4	1.86	2.64	1.5632	0.079963	1.3268	0.1494	0.007046	1.772	1.7683	0.0037518	0.000397075	0.000460018	0.000665819	0.001265667	0.001622801	0.00286862	0.002118114	0.001507291	0.001426611	0.001372693	0.000856569	0.000261698
1536	3.73	1.23	2.49	1.4694	0.11212	1.2514	0.098795	0.007046	1.1731	1.1693	0.0037518	0.000300219	0.000344379	0.000487613	0.000904709	0.001151195	0.001992177	0.001390498	0.000968511	0.00091008	0.00087761	0.000564527	0.000173788
1537	5.05	2.85	4.61	2.6943	0.14143	2.3169	0.22892	0.007046	2.7132	2.7094	0.0037518	0.000334898	0.000389747	0.000569925	0.001101635	0.001439035	0.002735994	0.002691968	0.002087997	0.001975438	0.001924964	0.001295896	0.00040017
1538	3.56	0.98	1.95	1.174	0.10818	0.98003	0.078715	0.007046	0.93541	0.93166	0.0037518	0.000317475	0.000361616	0.000503856	0.000916628	0.001151643	0.001906833	0.00116918	0.000789266	0.000739787	0.000711584	0.000453453	0.000139198
1539	9.85	2.85	5.23	3.1005	0.23602	2.6285	0.22892	0.007046	2.7132	2.7094	0.0037518	0.00029407	0.000340809	0.000493547	0.000946483	0.001238033	0.00238034	0.002429549	0.001888969	0.001764589	0.001730572	0.0012749	0.000399696
1540	3.62	1.08	2.17	1.294	0.10957	1.0906	0.086747	0.007046	1.0305	1.0267	0.0037518	0.000309079	0.000353189	0.000495752	0.000910018	0.001149969	0.001942387	0.001259746	0.00086158	0.000808446	0.000778429	0.000497888	0.000153026
1541	2.26	0.5	1.18	0.71661	0.076363	0.59304	0.040161	0.007046	0.47909	0.47534	0.0037518	0.00032636	0.000365386	0.000489131	0.000839415	0.001010689	0.00146306	0.000682697	0.000437968	0.000410392	0.00039172	0.000239827	7.29E-05
1542	5.05	1.36	7.07	3.811	0.14143	3.5532	0.10924	0.007046	1.2967	1.2929	0.0037518	0.000120584	0.000139702	0.000202603	0.000386174	0.000503026	0.000958629	0.001101261	0.000921195	0.000879764	0.000861878	0.000597369	0.000190632
1543	5.35	1.28	5.84	3.1928	0.14783	2.9351	0.10281	0.007046	1.2206	1.2169	0.0037518	0.000137971	0.000159415	0.000229746	0.00043496	0.000564521	0.001060989	0.001113493	0.00089014	0.000844696	0.000825044	0.000568054	0.000179878
1544	5.65	1.45	8.79	4.6953	0.15414	4.4177	0.11647	0.007046	1.3822	1.3785	0.0037518	0.00010275	0.000119258	0.000173682	0.000332691	0.000434839	0.000840015	0.001058998	0.000931662	0.000894034	0.000880336	0.000626697	0.000202598
1545	3.1	0.64	1.85	1.0855	0.097294	0.92977	0.051406	0.007046	0.61218	0.60843	0.0037518	0.000249518	0.000282012	0.000386292	0.00068559	0.00085085	0.001361281	0.000793998	0.000530347	0.000497297	0.00047724	0.000300642	9.22E-05
1546	4.25	0.87	4.31	2.367	0.12392	2.1661	0.069879	0.007046	0.83084	0.82709	0.0037518	0.000138133	0.00015834	0.000224246	0.000415111	0.000532293	0.000960658	0.000861079	0.00064787	0.000612594	0.000594337	0.000394587	0.000123542
1547	4.43	1.22	4.15	2.3187	0.12792	2.0857	0.097992	0.007046	1.1636	1.1598	0.0037518	0.000184539	0.00021265	0.000304509	0.000572127	0.000737478	0.001346959	0.001203538	0.000903389	0.000853532	0.000828478	0.000550832	0.000171989
1548	61	3.25	12.3	7.4047	0.95489	6.1817	0.26104	0.007046	3.0935	3.0897	0.0037518	0.000141359	0.000162551	0.000230934	0.000435013	0.000569266	0.001135448	0.001383017	0.001155966	0.001031036	0.00101643	0.001239022	0.00045064
1549	2.45	0.81	3.08	1.7013	0.081237	1.5479	0.06506	0.007046	0.7738	0.77005	0.0037518	0.000182437	0.000208952	0.000295256	0.000543251	0.000689532	0.001194891	0.000906283	0.000650286	0.00061573	0.000592664	0.000373612	0.000115478
1550	10.73	1.51	7.07	3.9336	0.25202	3.5532	0.12128	0.007046	1.4393	1.4355	0.0037518	0.000129678	0.000149725	0.0002153	0.000407899	0.000531648	0.001018154	0.001144931	0.000933711	0.000876361	0.000862597	0.000655243	0.000211325
1551	9.8	1.28	9.84	5.2903	0.2351	4.9454	0.10281	0.007046	1.2206	1.2169	0.0037518	8.27E-05	9.57E-05	0.000138135	0.000262305	0.000342482	0.000662389	0.000853207	0.000754271	0.000717231	0.000709733	0.000543776	0.000178826
1552	3.35	0.91	5.69	3.0431	0.10325	2.8597	0.073092	0.007046	0.86887	0.86512	0.0037518	0.000109617	0.000126202	0.000180598	0.000337981	0.00043601	0.000805767	0.000830079	0.000663791	0.000633876	0.000616525	0.000408095	0.000128825
1553	16	2.44	11.07	6.1089	0.34232	5.5636	0.19598	0.007046	2.3234	2.3197	0.0037518	0.000125886	0.000146403	0.000213833	0.000412703	0.000542917	0.001075485	0.001447213	0.001298383	0.001222375	0.001215681	0.001019209	0.000338967
1554	21.46	2.07	13.53	7.4019	0.42873	6.7999	0.16626	0.007046	1.9717	1.9679	0.0037518	8.96E-05	0.000104021	0.000151346	0.000290712	0.000382106	0.000757825	0.001067533	0.000987092	0.000926636	0.000924741	0.000835112	0.000286437
1555	6.5	1.63	9.84	5.255	0.17162	4.9454	0.13092	0.007046	1.5534	1.5496	0.0037518	0.000101253	0.00011772	0.000172051	0.000331088	0.000433844	0.000845534	0.001116381	0.001007974	0.000968456	0.000956917	0.00069725	0.000227151
1556	5.6	1.16	7.38	3.9624	0.15309	3.709	0.093172	0.007046	1.1065	1.1028	0.0037518	0.000101874	0.000117708	0.000169734	0.000321306	0.000417763	0.000793527	0.000920444	0.000773278	0.000737772	0.000723598	0.000508086	0.000162927
1557	2.98	0.61	2.77	1.5426	0.094394	1.3921	0.048996	0.007046	0.58366	0.57991	0.0037518	0.000165866	0.000188354	0.000261117	0.000469429	0.000590343	0.000995816	0.000705689	0.000494611	0.000466163	0.00044856	0.000284888	8.79E-05
1558	2.85	0.5	2.46	1.3748	0.091223	1.2363	0.040161	0.007046	0.47909	0.47534	0.0037518	0.000163955	0.000185134	0.000253358	0.000447649	0.000557857	0.000915153	0.000604658	0.000415645	0.000391087	0.0003756	0.000236768	7.28E-05
1559	4.2	0.64	3.08	1.7292	0.1228	1.5479	0.051406	0.007046	0.61218	0.60843	0.0037518	0.00015367	0.00017439	0.000241411	0.000434578	0.000549123	0.000943221	0.000705942	0.000499931	0.000469661	0.000453607	0.000296631	9.20E-05
1560	3.48	0.95	3.08	1.7376	0.10631	1.5479	0.076305	0.007046	0.90689	0.90314	0.0037518	0.000203357	0.000233026	0.000329516	0.000608791	0.00077559	0.001357911	0.001037218	0.000742084	0.0006998	0.000675477	0.000435458	0.000134826
1561	3.83	0.69	2.77	1.569	0.11441	1.3921	0.055422	0.007046	0.65972	0.65597	0.0037518	0.000179002	0.000203374	0.000282176	0.000509338	0.000642658	0.00109395	0.000780091	0.000545846	0.000512846	0.000494565	0.000319942	9.89E-05
1562	8.8	2.27	7.69	4.2707	0.21648	3.8648	0.18233	0.007046	2.1618	2.158	0.0037518	0.000169063	0.000196605	0.000287175	0.000553904	0.000726492	0.001415847	0.001695092	0.001430933	0.001354477	0.001334808	0.000989137	0.000316923
1563	4.3	1.51	12.3	6.4351	0.12503	6.1817	0.12128	0.007046	1.4393	1.4355	0.0037518	7.67E-05	8.93E-05	0.00013106	0.000252933	0.000331823	0.000650554	0.000941787	0.000914237	0.00089263	0.000884873	0.0006354	0.000209888
1564	8.7	1.67	9.84	5.3012	0.21459	4.9454	0.13414	0.007046	1.5914	1.5876	0.0037518	0.000102968	0.000119582	0.000174303	0.000334722	0.000438608	0.000855582	0.001119048	0.000998939	0.000953278	0.00094333	0.000711187	0.000232648
1565	15.57	3.8	14.49	7.9299	0.33525	7.2824	0.30522	0.007046	3.6163	3.6126	0.0037518	0.000144294	0.000168832	0.000249889	0.000489501	0.000647745	0.001307632	0.001976865	0.001927083	0.001838203	0.001841267	0.001570101	0.000527771
1566	15.1	4.03	11.07	6.2218	0.32747	5.5636	0.32369	0.007046	3.835	3.8312	0.0037518	0.000196633	0.000229643	0.000338392	0.000660591	0.000873025	0.001753364	0.002421758	0.002205112	0.00208212	0.00207328	0.00172034	0.000563021
1567	4.65	1.22	2.77	1.6299	0.13276	1.3921	0.097992	0.007046	1.1636	1.1598	0.0037518	0.000268949	0.00030823	0.00043561	0.000807681	0.00103109	0.001809878	0.001328609	0.00093481	0.00087654	0.000847537	0.000557416	0.000172316
1568	7	2.73	7.38	4.117	0.18165	3.709	0.21928	0.007046	2.5991	2.5953	0.0037518	0.00020686	0.000241222	0.000354471	0.000688382	0.000904474	0.001769033	0.002118253	0.001793993	0.001706145	0.001678555	0.00120387	0.000381658
1569	6.73	1.7	7.79	4.235	0.17626	3.9151	0.13655	0.007046	1.6199	1.6162	0.0037518	0.00013132	0.000152485	0.000222154	0.000426321	0.000557536	0.001076746	0.001292108	0.001099767	0.001047722	0.001030506	0.000739938	0.000237508
1570	4.93	1.32	6.56	3.5488	0.13884	3.2969	0.10602	0.007046	1.2586	1.2549	0.0037518	0.000126587	0.000146532	0.000212094	0.000403335	0.000524625	0.000994291	0.001103873	0.000907831	0.000865498	0.00084658	0.000582578	0.000185236
1571	65	2.85	12.61	7.5761	1.0026	6.3375	0.22892	0.007046	2.7132	2.7094	0.0037518	0.000122591	0.000140746	0.00019927	0.00037383	0.000488445	0.00097126	0.001175876	0.00098126	0.000873464	0.000860187	0.001070984	0.000394409
1572	13	3.14	17.22	9.2056	0.29195	8.6544	0.25221	0.007046	2.9889	2.9851	0.0037518	0.000103111	0.000120735	0.000179103	0.000351146	0.000464591	0.000936976	0.001501164	0.001546875	0.001496071	0.001504551	0.001265112	0.000433369
1573	2.9	0.99	2.46	1.4154	0.092446	1.2363	0.079518	0.007046	0.94492	0.94117	0.0037518	0.000259662	0.000297441	0.000420027	0.000774177	0.000980215	0.001671555	0.001145024	0.000796844	0.000750971	0.000722455	0.00045655	0.000140491
1574	3.55	0.66	2.61	1.4797	0.10795	1.3117	0.053012	0.007046	0.6312	0.62745	0.0037518	0.000184086	0.000208938	0.000289216	0.00052015	0.000654336	0.001102153	0.000761456	0.000528781	0.000496905	0.00047861	0.000307212	9.48E-05
1575	3.85	1.18	2.87	1.6591	0.11487	1.4424	0.094779	0.007046	1.1256	1.1218	0.0037518	0.00025493	0.000292704	0.000415499	0.000772806	0.000986725	0.001733312	0.001292825	0.000916872	0.000862763	0.00083317	0.000539752	0.000166747
1576	4.5	2.09	9.84	5.2498	0.12946	4.9454	0.16787	0.007046	1.9907	1.9869	0.0037518	0.000125278	0.000146281	0.000215814	0.000419701	0.000551618	0.001083157	0.001458898	0.001339773	0.001297033	0.001279686	0.000900611	0.000290989
1577	1	0.81	4.92	2.5857	0.040874	2.4727	0.06506	0.007046	0.7738	0.77005	0.0037518	0.000117093	0.000134928	0.000193538	0.000361623	0.000463867	0.000840964	0.000810434	0.000638453	0.0006142	0.00059202	0.000368691	0.000115197
1578	2.9	1.16	3.69	2.0472	0.092446	1.8545	0.093172	0.007046	1.1065	1.1028	0.0037518	0.000199764	0.000230405	0.000330646	0.000621289	0.000797895	0.001435584	0.001212871	0.000898664	0.000852398	0.000823592	0.000527894	0.000163795
1579	3.35	0.93	2.46	1.4213	0.10325	1.2363	0.074699	0.007046	0.88788	0.88413	0.0037518	0.000247296	0.000282581	0.00039686	0.000727418	0.000920123	0.001566196	0.001069708	0.000742105	0.00069797	0.000672122	0.000428988	0.000132175
1580	5.1	1.16	13.53	7.0426	0.1425	6.7999	0.093172	0.007046	1.1065	1.1028	0.0037518	5.64E-05	6.54E-05	9.52E-05	0.000181831	0.000237873	0.000464067	0.000685588	0.000676462	0.000660729	0.000656829	0.000483037	0.000161551
1581	3.26	0.63	2.55	1.4403	0.10112	1.2816	0.050602	0.007046	0.60268	0.59893	0.0037518	0.000182831	0.000207407	0.000286769	0.00051449	0.00064591	0.00108095	0.000736386	0.000510037	0.000479653	0.00046155	0.000294187	9.07E-05
1582	2.9	0.85	2.77	1.5599	0.092446	1.3921	0.068273	0.007046	0.81183	0.80808	0.0037518	0.000208116	0.000238048	0.000335243	0.000615279	0.000779514	0.001338674	0.000964806	0.000680563	0.000642194	0.000618282	0.000392234	0.000121055
1583	12.09	1.8	5.45	3.1668	0.27616	2.7391	0.14458	0.007046	1.715	1.7112	0.0037518	0.000190887	0.000219863	0.00031417	0.000592875	0.000771416	0.001465261	0.001472051	0.00113437	0.001053845	0.00103435	0.000790804	0.000252134
1584	10.82	1.49	5.17	2.9787	0.25363	2.5983	0.11968	0.007046	1.4203	1.4165	0.0037518	0.000172318	0.00019808	0.000281881	0.000528829	0.000685945	0.001289094	0.001259792	0.000962381	0.000895688	0.000877706	0.000657139	0.000209107
1585	13.4	1.98	16.61	8.8128	0.29882	8.3479	0.15904	0.007046	1.8861	1.8823	0.0037518	7.12E-05	8.30E-05	0.000121882	0.000236138	0.00031108	0.000619852	0.000964239	0.000972941	0.000937627	0.000940931	0.000791571	0.000272966
1586	3.1	0.81	4.31	2.3355	0.097294	2.1661	0.06506	0.007046	0.7738	0.77005	0.0037518	0.000131839	0.000151204	0.000214478	0.000396915	0.000508169	0.000912882	0.000818455	0.000618946	0.00058785	0.000568976	0.000369019	0.000115274
1587	3.34	1.31	4.55	2.502	0.10302	2.2867	0.10522	0.007046	1.2491	1.2454	0.0037518	0.000179562	0.000207681	0.000299952	0.000568405	0.000734783	0.001355138	0.001275069	0.000980427	0.000932203	0.000904199	0.00059054	0.000184389
1588	3.28	0.96	2.92	1.6533	0.10159	1.4675	0.077108	0.007046	0.9164	0.91265	0.0037518	0.000215723	0.000247215	0.000349589	0.000645726	0.000821531	0.001429831	0.001064358	0.000756441	0.000713369	0.000687924	0.000440777	0.000136243
1589	6	1.28	9.84	5.2167	0.16141	4.9454	0.10281	0.007046	1.2206	1.2169	0.0037518	8.32E-05	9.65E-05	0.000140073	0.000267325	0.000349207	0.000675216	0.000885241	0.000798292	0.000767936	0.000758098	0.000548101	0.000178871
1590	3.13	0.75	5.33	2.8441	0.098016	2.6788	0.060241	0.007046	0.71676	0.71301	0.0037518	0.00010168	0.000116603	0.000165435	0.000306127	0.000392983	0.000716258	0.0007097	0.000558599	0.000532813	0.000517236	0.000339447	0.00010685
1591	2.86	0.58	3.02	1.6629	0.091466	1.5178	0.046586	0.007046	0.55514	0.55139	0.0037518	0.00014799	0.000168066	0.0002331	0.000418999	0.000527628	0.00089665	0.000661942	0.000469531	0.000443236	0.000426663	0.000271014	8.38E-05
1592	8.53	3.17	4.92	2.9457	0.21137	2.4727	0.25462	0.007046	3.0174	3.0136	0.0037518	0.000341919	0.000396805	0.000576386	0.001109173	0.001451415	0.002786301	0.002803888	0.002172739	0.002035142	0.00199298	0.001432289	0.000445278
1593	4.05	0.81	4.31	2.3576	0.11942	2.1661	0.06506	0.007046	0.7738	0.77005	0.0037518	0.000131318	0.000150363	0.000212467	0.000392008	0.000501959	0.000902676	0.000806942	0.000607021	0.000574316	0.00055692	0.000368262	0.000115266
1594	3.7	0.7	7.38	3.8837	0.11143	3.709	0.056225	0.007046	0.66923	0.66547	0.0037518	7.05E-05	8.08E-05	0.000114623	0.000212123	0.000273352	0.000508228	0.000582187	0.000490202	0.000470422	0.000459696	0.000311653	9.97E-05
1595	3.7	1.39	4.92	2.7028	0.11143	2.4727	0.11165	0.007046	1.3252	1.3214	0.0037518	0.000174441	0.000201951	0.000292266	0.000555473	0.000719787	0.001339416	0.001310618	0.001022057	0.000972087	0.000944696	0.000623973	0.000195389
1596	4.02	0.61	4.06	2.2153	0.11874	2.0405	0.048996	0.007046	0.58366	0.57991	0.0037518	0.000114506	0.00013025	0.000181401	0.000328458	0.000417468	0.000735967	0.00063031	0.000466652	0.000440708	0.000426726	0.000281009	8.78E-05
1597	21	3.49	8.61	5.0362	0.42166	4.3272	0.28032	0.007046	3.3216	3.3179	0.0037518	0.00021724	0.000251961	0.000365343	0.000702389	0.000923862	0.001832641	0.002225592	0.001860378	0.001718766	0.001702781	0.001491632	0.00048792
1598	7.78	3.05	7.53	4.2334	0.19697	3.7844	0.24498	0.007046	2.9033	2.8996	0.0037518	0.000223214	0.000260398	0.000382932	0.000744821	0.000979801	0.001924801	0.002329219	0.001979405	0.001879375	0.001851345	0.001346427	0.000426688
1599	4.53	2.24	3.78	2.2168	0.13012	1.8998	0.17992	0.007046	2.1333	2.1295	0.0037518	0.000328872	0.000381425	0.000553516	0.001059682	0.001375269	0.002551587	0.00225623	0.001683287	0.001588513	0.00154199	0.001019813	0.000314538
1600	8.23	2.18	6.15	3.4787	0.20565	3.0909	0.1751	0.007046	2.0762	2.0725	0.0037518	0.000201998	0.000234388	0.000340615	0.000653622	0.000854632	0.001644197	0.001788127	0.001438164	0.001354778	0.001329508	0.0009631	0.00030501
1601	4.82	1.67	5.04	2.8107	0.13646	2.533	0.13414	0.007046	1.5914	1.5876	0.0037518	0.000197	0.000228315	0.000331075	0.000631922	0.000821356	0.001543295	0.001534493	0.001198463	0.001135895	0.001106701	0.000747587	0.000234275
1602	4.07	1.43	4.1	2.3024	0.11987	2.0606	0.11486	0.007046	1.3632	1.3595	0.0037518	0.000211817	0.000244778	0.000352667	0.000667505	0.000862351	0.001583306	0.001419166	0.001067535	0.00101006	0.000979885	0.000646119	0.000201166
1603	5.9	1.03	6.97	3.7521	0.15934	3.503	0.082731	0.007046	0.98295	0.9792	0.0037518	9.82E-05	0.000113115	0.000162137	0.000304769	0.0003952	0.000744851	0.000837145	0.000691505	0.000657814	0.000644571	0.000453194	0.000145092
1604	21.25	2.27	13.22	7.259	0.42551	6.6441	0.18233	0.007046	2.1618	2.158	0.0037518	9.92E-05	0.000115299	0.000168025	0.000323445	0.000425449	0.000845322	0.001185818	0.001092143	0.001024732	0.001022365	0.000920056	0.000314257
